3.35	801
57.3	801
108.05	801
156.3	801
218.6	801
264.5	801
317.05	801
366	801
413.55	801
468.15	801
520.15	801
575	801
628.5	801
682.8	801
733.25	801
783.1	801
829.3	801
884.95	801
943.7	801
997.65	801
1048.5	801
1094.65	801
1150.25	801
1206.55	801
1268.65	801
1323.65	801
1388.15	801
1434.65	801
1488.65	801
1552.1	801
1604.3	801
1659.7	801
1714.95	801
1772.8	801
1822.6	801
1870.9	801
1929.15	801
1976.1	801
2028.85	801
2085.2	801
2133.3	801
2184.45	801
2244	801
2299.85	801
2351.3	801
2400	801
2445.75	801
2505.25	801
2550.4	801
2599.9	801
2660.8	801
2722.05	801
2777.2	801
2830.05	801
2889.95	801
2939.45	801
2988.65	801
14.85	802
71.15	802
122.05	802
183.15	802
229.2	802
279.9	802
343.5	802
403.85	802
460.45	802
520.05	802
575.35	802
628.9	802
689.9	802
744.6	802
811.45	802
871.3	802
924.35	802
972.7	802
1028.85	802
1093.85	802
1154.5	802
1214.4	802
1269.4	802
1329.2	802
1392.7	802
1454.2	802
1512.45	802
1567.55	802
1622.45	802
1680.25	802
1748.05	802
1807.4	802
1861.7	802
1923.2	802
1975.8	802
2029.2	802
2090.55	802
2154.95	802
2215.15	802
2275.8	802
2340.2	802
2399.15	802
2464.25	802
2519.95	802
2573.9	802
2637	802
2688.5	802
2745.4	802
2801.4	802
2863.1	802
2921.55	802
2976.1	802
14.95	803
71.3	803
122.25	803
183.35	803
255.7	803
317.05	803
380.65	803
429.65	803
485.6	803
545.15	803
605.3	803
677.25	803
733.25	803
793.15	803
854.2	803
923.8	803
973	803
1028.95	803
1093.95	803
1154.65	803
1214.6	803
1275.45	803
1334	803
1392.95	803
1459.95	803
1527.2	803
1584.7	803
1653.35	803
1715.05	803
1781.35	803
1844.4	803
1899.2	803
1964.05	803
2018.65	803
2085.3	803
2154.95	803
2215.35	803
2276.6	803
2340.35	803
2399.8	803
2464.9	803
2520.2	803
2584	803
2643.7	803
2705.65	803
2759.45	803
2824.9	803
2890.2	803
2949.5	803
22.95	804
85.5	804
139.15	804
223.65	804
279.65	804
344.45	804
408.35	804
475.1	804
545.05	804
605.5	804
677.45	804
744.5	804
812.2	804
885	804
955.45	804
1021.4	804
1075.2	804
1129.9	804
1192.35	804
1251.3	804
1305.55	804
1371.95	804
1433.8	804
1493.35	804
1553.05	804
1622.3	804
1680.65	804
1748.6	804
1817	804
1884.2	804
1954.15	804
2014.3	804
2070.1	804
2132.2	804
2189.45	804
2249.4	804
2317.25	804
2379.4	804
2445.1	804
2505.8	804
2573.65	804
2637.3	804
2705.7	804
2777.35	804
2854.8	804
2921.6	804
2988.4	804
23.3	805
85.8	805
156.1	805
228.55	805
296.35	805
365.95	805
429.25	805
508	805
565.05	805
629.1	805
705.7	805
771.35	805
854.3	805
924.35	805
997.95	805
1074.4	805
1130.25	805
1214.65	805
1275.9	805
1355.4	805
1429	805
1506.35	805
1568.05	805
1653.75	805
1724.25	805
1790.85	805
1861.9	805
1933.3	805
1997.35	805
2069.75	805
2133.3	805
2189.85	805
2264.6	805
2341.05	805
2400.3	805
2476.7	805
2550	805
2620.6	805
2688.45	805
2759.35	805
2830.35	805
2902	805
2976.1	805
23.6	806
108.4	806
193.35	806
264.45	806
349.9	806
429.05	806
508.15	806
586.5	806
690.15	806
770.75	806
854.5	806
944.15	806
1028.9	806
1094.55	806
1179.4	806
1251.4	806
1355.45	806
1434.3	806
1531.45	806
1604.8	806
1680.6	806
1756.35	806
1823.05	806
1899.2	806
1975.85	806
2038.4	806
2127.05	806
2189.65	806
2288.3	806
2369	806
2445.4	806
2529.4	806
2594.1	806
2688.35	806
2759.55	806
2830.6	806
2902.2	806
2976.3	806
48.25	807
121.9	807
193.6	807
264.45	807
349.85	807
429	807
508.1	807
586.45	807
690.1	807
770.7	807
854.45	807
944.1	807
1028.9	807
1094.5	807
1179.35	807
1246.95	807
1305.7	807
1393.05	807
1479.3	807
1553.15	807
1622.75	807
1702.8	807
1790.6	807
1862.15	807
1933.5	807
1997.45	807
2069.85	807
2160.5	807
2228.7	807
2317.5	807
2399.95	807
2476.85	807
2550.15	807
2644.25	807
2749.25	807
2830.35	807
2902.15	807
2976.2	807
71.7	808
156.45	808
229.05	808
323.9	808
429.3	808
545.7	808
643.9	808
744.9	808
829.35	808
901.75	808
972.75	808
1075.1	808
1155.25	808
1275.9	808
1356	808
1479.65	808
1568.1	808
1680.8	808
1791.1	808
1899.35	808
1976.45	808
2070	808
2160.95	808
2249.6	808
2400.2	808
2529.75	808
2688.55	808
2801.75	808
2902.3	808
2989	808
122.55	809
229.1	809
429.6	809
644.3	809
901.85	809
1094.75	809
1305.6	809
1532.1	809
1791.6	809
1899.7	809
2189.8	809
2400.45	809
2550.6	809
2802.15	809
2902.65	809
1306.25	810
0.2	1
24.4	1
64.9	1
105.05	1
157.25	1
206.25	1
254.15	1
301.55	1
355.75	1
396.15	1
443.65	1
482.6	1
527.3	1
575.1	1
619.45	1
675.4	1
723.5	1
767.6	1
815.4	1
862	1
913.55	1
955.65	1
1007.4	1
1057.15	1
1110.25	1
1156.1	1
1204.85	1
1250.7	1
1296.7	1
1348.65	1
1397.35	1
1449.5	1
1497	1
1541.65	1
1587.95	1
1634.45	1
1685.7	1
1735.95	1
1782.5	1
1826.7	1
1870.4	1
1919.9	1
1972.55	1
2016.6	1
2058.9	1
2104.05	1
2153.5	1
2198.75	1
2244.3	1
2294.15	1
2338.35	1
2389.35	1
2440.1	1
2487.1	1
2536	1
2578.25	1
2632.05	1
2679.25	1
2725.65	1
2769.6	1
2823.75	1
2865.6	1
2919.45	1
2971.4	1
0.2	2
24.5	2
65.05	2
105	2
157.3	2
206.3	2
254.2	2
301.85	2
355.85	2
396.25	2
449.4	2
492.35	2
534.5	2
579.35	2
630.7	2
680.6	2
729.95	2
777.2	2
827.45	2
876.9	2
923	2
967.45	2
1021	2
1071.6	2
1122.25	2
1166	2
1219	2
1265.45	2
1308.8	2
1354.65	2
1405.85	2
1454.45	2
1501.45	2
1551.7	2
1600.1	2
1652.45	2
1702.75	2
1750.25	2
1795.3	2
1837.1	2
1887.5	2
1938.65	2
1986.3	2
2029.85	2
2080.25	2
2129.75	2
2179.4	2
2220.75	2
2272.75	2
2314.7	2
2360.75	2
2410.3	2
2458.75	2
2503.65	2
2553.4	2
2598.45	2
2644.8	2
2705.75	2
2755.8	2
2803.7	2
2853.5	2
2907.15	2
2957.2	2
0.2	3
24.55	3
65.2	3
105.25	3
157.4	3
206.35	3
254.75	3
301.95	3
356	3
405.3	3
449.85	3
498.4	3
548.6	3
597.05	3
647.25	3
693	3
742.35	3
790.45	3
841.35	3
883.05	3
928.4	3
977.8	3
1024.65	3
1076.25	3
1126.8	3
1178.85	3
1228.4	3
1278.45	3
1331.2	3
1383.55	3
1436.1	3
1480.6	3
1530.15	3
1579.05	3
1633.75	3
1685.7	3
1736.1	3
1782.65	3
1827.05	3
1876.1	3
1925.45	3
1976.1	3
2017.05	3
2059.1	3
2104.2	3
2153.9	3
2198.9	3
2253.3	3
2300.9	3
2348.6	3
2394.7	3
2443	3
2492	3
2541.75	3
2597.9	3
2644.65	3
2705.8	3
2755.9	3
2803.85	3
2853.55	3
2907.25	3
